gender,age,internet,family_support,school_support,parental_education,study_time_hours,attendance_pct,absences,failures,math_score,reading_score,writing_score
Female,17,Yes,Yes,Yes,High School,27.0,55.2,23,0,71,97,83
Female,16,Yes,No,Yes,High School,24.0,63.2,26,0,87,84,89
Female,18,No,Yes,No,PhD,24.0,90.4,11,0,93,93,99
Male,15,Yes,No,No,Bachelor,0.0,76.2,24,0,62,62,61
Male,17,Yes,Yes,Yes,High School,5.0,94.5,8,1,82,76,78
Female,16,Yes,Yes,Yes,Bachelor,28.0,63.7,4,2,85,89,76
Male,18,Yes,No,No,Bachelor,19.0,76.4,21,0,89,82,73
Female,18,Yes,Yes,No,No Formal Education,15.0,62.8,4,0,77,67,78
Female,15,Yes,Yes,No,PhD,8.0,79.4,13,3,56,65,66
Male,19,Yes,No,No,Bachelor,7.0,59.2,3,0,55,67,56
Female,15,Yes,No,Yes,Bachelor,13.0,56.9,24,1,63,73,73
Male,15,Yes,No,Yes,Bachelor,3.0,61.8,11,1,66,62,54
Female,16,Yes,No,No,No Formal Education,1.0,85.0,23,0,64,77,74
Male,15,Yes,Yes,No,PhD,14.0,94.8,2,3,83,78,68
Male,15,Yes,Yes,No,High School,2.0,82.1,0,2,57,52,55
Female,19,Yes,Yes,No,Master,15.0,73.3,22,0,85,68,77
Female,15,Yes,No,No,Bachelor,7.0,99.0,11,0,79,65,73
Female,18,Yes,Yes,No,High School,26.0,75.9,0,0,92,85,92
Male,15,Yes,Yes,Yes,Bachelor,19.0,57.9,2,0,84,83,75
Male,17,Yes,No,No,Bachelor,23.0,78.4,19,0,92,91,85
Female,19,Yes,No,Yes,Master,22.0,64.1,3,0,85,83,79
Female,19,No,No,No,High School,21.0,92.5,4,0,93,90,92
Male,17,No,No,No,High School,29.0,93.3,26,0,100,92,92
Male,17,Yes,Yes,Yes,PhD,16.0,84.1,4,0,85,92,81
Male,19,Yes,Yes,No,Master,29.0,97.8,20,0,100,95,100
Female,15,Yes,Yes,No,Master,2.0,64.8,6,0,41,62,54
Male,19,Yes,No,Yes,Master,6.0,63.8,9,2,79,72,57
Female,15,Yes,No,No,Master,25.0,60.5,10,0,86,77,81
Male,19,Yes,No,No,Master,3.0,71.1,6,0,75,71,68
Male,18,Yes,Yes,Yes,No Formal Education,26.0,62.4,28,3,89,81,78
Female,19,Yes,No,No,No Formal Education,29.0,91.7,1,0,97,96,96
Female,19,Yes,Yes,Yes,High School,15.0,76.0,27,2,67,80,76
Female,18,Yes,No,No,Bachelor,10.0,62.3,2,1,60,54,71
Female,19,Yes,Yes,Yes,Bachelor,21.0,99.5,27,1,96,91,96
Male,19,Yes,Yes,No,High School,12.0,63.5,11,0,64,59,69
Male,16,Yes,No,Yes,Master,20.0,87.8,29,1,90,92,83
Male,17,Yes,Yes,No,Master,18.0,83.5,24,0,100,91,82
Male,19,Yes,No,No,Bachelor,24.0,59.5,28,0,84,90,72
Female,16,Yes,Yes,No,High School,24.0,80.4,24,0,93,89,88
Male,19,Yes,No,Yes,No Formal Education,8.0,79.6,1,0,78,76,77
Male,18,No,No,Yes,Master,7.0,98.6,6,2,77,74,77
Male,19,Yes,Yes,No,Bachelor,29.0,78.8,27,0,97,88,95
Male,16,Yes,No,No,High School,13.0,93.5,4,2,81,78,79
Male,16,No,No,Yes,Master,16.0,77.4,3,2,81,71,64
Male,16,Yes,Yes,No,PhD,28.0,64.1,4,0,95,80,78
Female,16,Yes,Yes,Yes,Bachelor,17.0,59.8,9,0,74,78,71
Female,17,No,No,Yes,Master,27.0,65.8,5,0,93,83,85
Female,17,Yes,Yes,No,Master,23.0,64.4,7,0,85,84,84
Female,18,Yes,No,No,High School,16.0,87.8,4,0,79,92,93
Male,17,Yes,Yes,No,High School,20.0,74.7,3,0,84,75,89
Male,18,Yes,Yes,No,Bachelor,0.0,98.4,25,0,78,69,67
Male,19,Yes,No,No,High School,10.0,71.5,7,3,66,49,59
Female,18,Yes,No,Yes,High School,25.0,76.0,7,0,93,97,85
Female,18,Yes,Yes,No,No Formal Education,17.0,86.3,23,0,76,83,87
Male,19,Yes,Yes,No,High School,11.0,75.4,16,0,69,73,78
Female,19,Yes,No,Yes,High School,9.0,78.0,8,0,74,83,75
Female,18,Yes,Yes,No,No Formal Education,24.0,97.9,7,0,100,99,93
Female,15,No,Yes,Yes,High School,10.0,90.6,13,0,85,89,67
Female,16,Yes,Yes,No,Master,24.0,56.1,6,2,81,87,73
Female,17,Yes,Yes,No,PhD,9.0,61.1,10,0,72,71,62
Male,18,Yes,Yes,No,High School,15.0,86.4,19,0,94,80,86
Female,17,Yes,No,No,No Formal Education,0.0,85.3,7,0,61,82,69
Female,15,Yes,No,No,Master,6.0,68.4,5,0,66,70,56
Male,17,No,Yes,Yes,Bachelor,17.0,64.6,9,0,85,70,78
Female,16,Yes,Yes,No,PhD,5.0,88.1,6,1,67,69,67
Male,15,Yes,Yes,Yes,High School,8.0,94.5,17,0,76,73,81
Male,16,No,Yes,Yes,Master,6.0,81.2,6,1,76,78,64
Male,15,No,Yes,Yes,Bachelor,3.0,93.0,24,0,73,80,76
Female,18,Yes,Yes,Yes,Master,12.0,59.0,8,0,76,79,70
Male,17,Yes,No,No,No Formal Education,5.0,85.0,0,0,87,69,53
Male,16,No,No,Yes,No Formal Education,6.0,92.4,29,0,83,76,68
Male,18,Yes,No,No,High School,1.0,92.6,21,2,70,65,63
Female,15,Yes,Yes,Yes,Bachelor,8.0,77.6,11,0,62,69,78
Male,17,Yes,Yes,Yes,PhD,21.0,79.6,11,1,88,88,83
Male,19,Yes,No,Yes,Bachelor,17.0,84.1,1,0,91,86,77
Female,16,No,Yes,No,High School,19.0,83.4,25,0,85,83,93
Female,16,Yes,Yes,Yes,Master,15.0,65.3,11,0,72,80,77
Female,19,No,Yes,No,Bachelor,2.0,92.2,1,0,76,76,79
Female,18,Yes,No,Yes,Bachelor,1.0,70.4,21,0,67,58,55
Female,16,Yes,Yes,No,High School,16.0,97.1,28,3,70,76,70
Female,15,Yes,Yes,No,PhD,5.0,89.6,25,2,65,73,73
Male,19,Yes,Yes,No,Bachelor,22.0,87.0,27,0,90,95,95
Male,19,Yes,Yes,No,Master,14.0,98.4,3,0,87,87,82
Male,18,Yes,Yes,No,High School,21.0,71.2,13,0,93,84,82
Male,15,Yes,No,No,Bachelor,0.0,88.5,25,0,81,68,68
Male,18,Yes,Yes,Yes,High School,3.0,67.5,13,0,72,62,62
Male,19,Yes,Yes,No,No Formal Education,11.0,61.2,19,2,68,67,62
Male,19,Yes,No,No,PhD,4.0,63.3,20,0,66,54,57
Male,15,Yes,Yes,No,Bachelor,22.0,80.3,15,0,91,87,87
Female,15,No,Yes,No,High School,28.0,77.9,29,2,89,83,70
Female,18,Yes,Yes,No,Master,11.0,88.8,14,0,73,88,84
Male,17,Yes,Yes,Yes,High School,26.0,68.6,17,0,93,92,84
Female,15,Yes,Yes,No,High School,3.0,72.3,24,1,53,69,54
Male,18,Yes,No,Yes,Master,9.0,76.6,7,0,68,78,77
Female,16,Yes,No,No,PhD,12.0,65.2,17,3,61,65,63
Female,18,Yes,Yes,Yes,Bachelor,0.0,78.6,17,0,62,56,67
Female,19,Yes,Yes,No,Bachelor,25.0,63.2,4,0,76,81,83
Female,16,Yes,No,No,High School,6.0,84.9,9,0,71,75,74
Female,16,Yes,Yes,No,Bachelor,6.0,69.4,7,1,67,74,51
Female,15,Yes,Yes,No,No Formal Education,13.0,96.0,7,0,94,89,88
Male,16,Yes,No,Yes,Bachelor,15.0,56.1,24,0,68,69,69
Male,18,No,Yes,No,Bachelor,0.0,94.0,12,0,73,63,55
Male,18,Yes,Yes,Yes,Master,0.0,79.5,12,1,67,59,61
Male,16,Yes,No,Yes,High School,24.0,71.1,5,0,91,84,85
Female,18,Yes,No,No,High School,22.0,93.2,1,0,96,92,81
Male,18,Yes,Yes,Yes,No Formal Education,28.0,74.4,4,1,99,95,77
Male,15,Yes,Yes,Yes,Master,9.0,94.5,18,0,75,81,73
Male,15,Yes,No,Yes,High School,9.0,97.5,8,1,88,82,69
Female,18,Yes,No,No,High School,24.0,87.6,14,0,95,94,93
Male,16,Yes,Yes,No,Master,1.0,76.5,8,0,67,63,60
Male,15,Yes,No,Yes,High School,12.0,60.0,29,0,71,72,66
Female,15,Yes,Yes,Yes,High School,27.0,91.7,11,0,100,98,100
Female,16,No,No,Yes,Bachelor,25.0,66.7,10,0,86,82,79
Female,16,Yes,Yes,No,PhD,8.0,80.5,0,1,73,82,68
Female,19,Yes,No,Yes,Bachelor,11.0,88.1,15,1,73,82,76
Male,18,Yes,Yes,No,Bachelor,22.0,62.1,26,0,71,83,64
Female,15,Yes,Yes,Yes,Bachelor,16.0,65.1,3,0,69,76,76
Male,17,Yes,Yes,Yes,Bachelor,21.0,58.8,14,0,82,85,84
Male,17,Yes,No,No,Bachelor,8.0,80.5,10,0,85,76,76
Male,15,Yes,Yes,No,Bachelor,12.0,93.4,5,0,91,83,82
Male,16,Yes,Yes,No,High School,7.0,76.8,9,0,73,67,76
Male,15,Yes,Yes,Yes,High School,26.0,68.7,14,2,91,95,85
Female,17,Yes,Yes,Yes,No Formal Education,6.0,78.7,15,0,73,76,69
Female,19,Yes,Yes,No,Master,8.0,84.2,9,0,73,75,74
Male,17,Yes,Yes,No,Bachelor,14.0,98.4,17,0,91,87,98
Male,15,Yes,No,No,No Formal Education,18.0,89.9,0,1,91,88,75
Female,18,Yes,Yes,No,PhD,27.0,88.9,17,2,88,88,93
Male,18,Yes,No,No,High School,2.0,87.4,0,2,66,72,51
Female,17,No,Yes,Yes,High School,23.0,72.4,5,0,82,93,83
Female,15,Yes,Yes,Yes,No Formal Education,12.0,84.7,26,1,73,79,88
Female,19,Yes,No,No,Master,18.0,67.4,21,2,71,80,75
Female,19,Yes,Yes,Yes,Bachelor,0.0,65.3,12,0,68,65,53
Male,18,Yes,Yes,No,No Formal Education,21.0,55.4,28,2,71,65,62
Female,19,Yes,Yes,No,No Formal Education,11.0,91.9,21,0,80,76,63
Male,18,Yes,No,No,Master,27.0,86.4,14,2,96,85,84
Male,18,No,Yes,Yes,No Formal Education,5.0,83.9,6,0,84,80,75
Female,19,Yes,Yes,No,Bachelor,9.0,60.2,12,1,53,71,70
Male,17,Yes,No,No,High School,2.0,94.7,22,0,76,79,66
Male,19,Yes,Yes,No,High School,4.0,88.9,24,0,63,61,72
Male,16,No,Yes,No,Bachelor,18.0,72.7,25,3,73,66,57
Female,18,Yes,Yes,No,Bachelor,23.0,92.5,22,0,92,94,87
Male,17,No,Yes,No,Bachelor,8.0,91.2,13,0,85,82,70
Female,19,Yes,Yes,No,Bachelor,0.0,75.4,13,0,60,67,67
Male,18,No,Yes,Yes,Bachelor,18.0,85.1,17,2,72,77,70
Female,16,Yes,No,No,No Formal Education,3.0,58.8,9,2,55,63,48
Male,19,Yes,Yes,No,High School,8.0,62.0,27,0,69,67,52
Male,19,Yes,No,Yes,Bachelor,19.0,86.5,18,0,92,98,84
Male,18,Yes,Yes,No,No Formal Education,9.0,60.3,18,1,59,73,50
Female,19,Yes,Yes,No,Bachelor,12.0,91.5,20,0,79,90,79
Male,18,Yes,Yes,No,No Formal Education,6.0,57.0,11,0,58,63,64
Female,18,Yes,No,Yes,High School,3.0,63.4,11,3,49,57,60
Male,18,No,Yes,No,PhD,6.0,87.2,25,0,81,70,63
Female,16,Yes,Yes,Yes,PhD,12.0,93.4,11,0,78,89,97
Male,15,Yes,Yes,Yes,Bachelor,27.0,85.2,17,2,96,91,93
Male,19,Yes,Yes,No,Bachelor,17.0,84.4,27,0,85,90,78
Female,18,No,Yes,Yes,Bachelor,22.0,58.8,7,3,73,80,67
Male,15,Yes,Yes,No,PhD,11.0,56.0,18,1,68,63,63
Female,17,Yes,Yes,Yes,PhD,1.0,57.7,24,1,57,61,55
Female,19,Yes,Yes,No,PhD,20.0,80.8,19,0,87,97,81
Male,16,Yes,No,No,Master,23.0,88.5,3,0,87,93,81
Male,17,Yes,Yes,No,No Formal Education,14.0,89.9,6,0,89,88,81
Female,19,Yes,No,Yes,High School,11.0,77.1,16,0,68,77,73
Male,16,Yes,Yes,No,PhD,6.0,57.1,1,0,69,61,58
Female,16,Yes,No,No,Bachelor,25.0,73.9,12,0,80,90,92
Male,19,No,Yes,No,High School,25.0,73.1,4,0,77,95,87
Male,19,No,Yes,No,Bachelor,2.0,87.7,25,2,75,56,61
Male,17,Yes,Yes,No,High School,28.0,68.1,19,0,86,89,82
Female,15,No,No,No,High School,16.0,88.5,16,1,77,75,76
Female,19,Yes,Yes,No,No Formal Education,11.0,73.0,7,0,79,74,75
Female,16,Yes,Yes,No,High School,15.0,77.7,16,0,78,89,83
Female,15,Yes,Yes,No,Bachelor,13.0,60.1,27,0,71,72,71
Female,16,Yes,Yes,No,Master,19.0,85.0,29,0,89,89,90
Female,19,Yes,Yes,No,Bachelor,6.0,77.7,26,0,70,72,68
Female,19,Yes,No,No,High School,12.0,69.4,20,1,75,71,71
Female,16,Yes,Yes,No,High School,5.0,67.7,19,0,67,66,52
Male,17,Yes,Yes,Yes,Master,19.0,86.4,26,0,92,94,83
Male,16,Yes,No,No,Bachelor,12.0,77.7,12,0,70,78,75
Male,16,No,Yes,No,Master,3.0,59.8,13,1,62,59,48
Male,16,Yes,Yes,Yes,High School,2.0,69.9,12,0,68,61,66
Male,18,Yes,Yes,No,High School,26.0,66.0,24,2,80,69,71
Male,18,Yes,Yes,Yes,Master,20.0,90.6,11,1,90,95,89
Female,19,No,No,Yes,PhD,25.0,91.4,17,1,100,100,88
Female,19,No,No,No,High School,1.0,83.1,18,0,68,75,70
Female,17,Yes,Yes,No,High School,13.0,67.7,16,3,62,57,59
Female,19,Yes,Yes,No,Master,20.0,99.1,14,0,99,92,96
Female,19,No,Yes,No,High School,5.0,72.0,1,0,64,65,67
Male,17,Yes,No,Yes,High School,29.0,83.2,15,0,100,93,91
Female,15,Yes,Yes,Yes,Bachelor,16.0,65.0,25,2,89,82,77
Male,18,Yes,Yes,Yes,High School,15.0,60.9,13,0,77,71,75
Female,16,Yes,No,No,Master,6.0,64.2,14,0,68,65,69
Female,17,Yes,No,Yes,Master,2.0,98.0,7,0,80,75,75
Female,16,Yes,Yes,No,High School,0.0,66.2,24,0,58,62,54
Male,17,Yes,Yes,No,High School,8.0,65.7,28,2,55,62,68
Female,19,Yes,Yes,No,High School,9.0,82.1,5,0,76,74,70
Male,18,Yes,Yes,Yes,Master,11.0,91.6,7,0,90,79,81
Male,19,Yes,Yes,No,High School,0.0,90.9,16,1,75,67,66
Male,16,No,Yes,No,No Formal Education,2.0,84.2,23,0,79,63,66
Female,18,Yes,No,Yes,Bachelor,9.0,89.0,4,1,81,79,71
Male,18,No,No,No,PhD,13.0,94.2,19,0,88,81,87
Female,17,Yes,Yes,No,Bachelor,25.0,98.4,2,2,91,95,84
Female,19,Yes,No,No,Master,28.0,60.6,7,0,88,91,80
Female,19,Yes,Yes,No,High School,1.0,88.2,28,0,76,76,69
Male,18,Yes,Yes,No,Bachelor,0.0,92.7,7,0,75,69,67
Female,17,Yes,Yes,Yes,Bachelor,9.0,80.4,21,0,77,77,81
Female,16,Yes,No,No,High School,8.0,96.1,2,0,86,87,79
Male,16,Yes,Yes,Yes,No Formal Education,2.0,69.9,0,0,70,64,67
Male,15,Yes,Yes,No,Bachelor,22.0,56.8,13,0,80,69,71
Male,15,Yes,No,No,Master,23.0,95.7,11,0,94,90,93
Male,16,Yes,Yes,No,PhD,2.0,68.9,11,0,56,54,64
Female,17,Yes,Yes,Yes,Master,3.0,56.5,18,0,61,65,65
Female,16,Yes,Yes,No,High School,11.0,96.2,24,1,71,83,83
Female,16,Yes,Yes,No,PhD,2.0,88.9,10,2,64,64,55
Female,19,Yes,Yes,No,Bachelor,6.0,63.3,25,0,69,70,71
Male,17,Yes,Yes,No,Master,29.0,77.8,15,0,95,91,93
Male,19,Yes,Yes,No,High School,10.0,61.6,26,0,64,76,66
Female,17,Yes,Yes,No,Master,15.0,98.4,10,1,72,90,87
Female,19,Yes,No,No,No Formal Education,9.0,94.2,29,3,65,75,58
Male,17,Yes,Yes,Yes,Bachelor,18.0,82.5,20,0,82,84,70
Female,18,Yes,No,No,High School,8.0,62.2,11,0,63,63,69
Female,15,Yes,No,No,Master,23.0,63.7,2,2,68,75,76
Female,15,Yes,Yes,No,Master,19.0,79.3,20,0,84,92,68
Male,17,Yes,Yes,No,High School,3.0,93.5,6,0,70,80,64
Female,16,No,Yes,No,High School,15.0,92.5,15,2,71,74,78
Female,19,Yes,Yes,No,High School,13.0,96.0,12,0,90,85,84
Male,15,Yes,Yes,Yes,High School,9.0,67.0,7,0,63,78,66
Female,16,Yes,No,Yes,Master,27.0,55.3,19,1,85,85,83
Male,16,Yes,Yes,No,PhD,2.0,65.2,14,0,79,62,55
Male,17,Yes,No,Yes,Master,27.0,68.7,8,0,94,94,83
Female,19,Yes,No,Yes,Bachelor,13.0,64.6,22,0,83,77,75
Male,18,Yes,No,No,Bachelor,18.0,84.6,7,0,80,87,83
Female,16,Yes,Yes,Yes,PhD,24.0,90.1,23,2,100,91,95
Female,15,Yes,No,No,Master,0.0,69.9,29,0,63,55,54
Male,19,Yes,Yes,No,Bachelor,23.0,62.5,4,0,91,74,80
Male,17,Yes,Yes,No,Bachelor,20.0,67.2,27,0,81,81,77
Female,17,Yes,No,No,High School,27.0,99.9,8,0,94,100,97
Male,17,Yes,No,Yes,Bachelor,21.0,76.9,28,0,97,86,91
Female,16,Yes,Yes,No,PhD,9.0,93.5,24,2,64,76,75
Male,18,Yes,Yes,No,No Formal Education,27.0,59.5,8,3,81,73,62
Male,19,No,No,No,PhD,21.0,97.2,1,0,90,95,85
Female,15,Yes,Yes,No,Bachelor,2.0,88.7,24,1,70,66,61
Female,18,Yes,Yes,Yes,No Formal Education,5.0,75.4,3,0,72,72,70
Male,16,Yes,Yes,Yes,Bachelor,0.0,89.6,11,0,72,72,61
Female,17,Yes,Yes,No,Master,18.0,91.7,26,0,80,88,86
Male,15,Yes,No,No,Master,9.0,75.1,3,1,75,58,60
Female,18,No,No,No,Bachelor,29.0,75.1,17,0,87,88,94
Male,17,No,Yes,No,Master,6.0,99.8,5,0,76,76,70
Female,17,Yes,No,Yes,High School,18.0,58.8,22,0,71,84,86
Female,17,Yes,Yes,Yes,Bachelor,20.0,73.9,4,0,81,79,92
Male,16,Yes,Yes,Yes,High School,10.0,59.6,20,0,71,72,64
Female,17,Yes,No,No,High School,7.0,80.4,7,0,66,75,74
Female,18,No,Yes,No,Bachelor,9.0,73.9,3,0,74,73,61
Female,15,No,Yes,No,High School,8.0,86.7,3,0,83,69,63
Female,19,No,Yes,Yes,High School,5.0,89.3,18,1,71,72,72
Female,19,Yes,Yes,Yes,Bachelor,28.0,86.3,4,0,100,99,94
Male,19,Yes,Yes,No,High School,15.0,87.0,0,0,88,80,79
Male,17,Yes,Yes,Yes,Master,28.0,72.2,15,0,95,92,96
Female,18,Yes,Yes,No,No Formal Education,23.0,84.3,29,2,81,93,85
Male,15,Yes,Yes,No,High School,14.0,57.2,21,0,76,76,75
Male,16,Yes,No,No,Master,24.0,71.9,24,0,90,81,85
Female,16,Yes,No,No,Bachelor,26.0,86.7,9,0,99,96,86
Female,16,Yes,No,No,High School,23.0,59.7,15,0,86,82,79
Male,19,Yes,Yes,No,PhD,24.0,83.2,1,0,97,82,85
Male,16,Yes,Yes,No,PhD,26.0,81.5,26,2,100,85,82
Female,18,Yes,No,No,Bachelor,5.0,83.1,11,0,74,76,65
Male,15,Yes,Yes,No,No Formal Education,1.0,89.3,10,0,74,72,68
Male,19,Yes,Yes,Yes,Master,22.0,75.7,24,1,91,77,70
Male,17,Yes,No,No,Master,29.0,59.4,3,0,86,89,76
Male,17,Yes,No,No,High School,25.0,56.8,19,0,76,83,76
Male,19,Yes,No,No,No Formal Education,25.0,89.1,19,0,96,94,93
Male,16,Yes,Yes,No,Bachelor,26.0,83.3,22,2,100,86,82
Female,16,Yes,No,Yes,High School,28.0,91.0,15,0,99,94,95
Male,18,Yes,Yes,Yes,Bachelor,4.0,87.8,3,0,80,75,78
Male,19,No,No,No,Bachelor,15.0,68.8,22,0,76,71,81
Male,16,Yes,No,No,Master,5.0,72.3,1,0,69,64,69
Female,18,Yes,Yes,No,No Formal Education,20.0,75.1,27,0,77,91,88
Female,16,Yes,Yes,Yes,Bachelor,19.0,61.5,17,0,77,74,82
Male,15,Yes,Yes,Yes,Master,18.0,87.1,20,1,93,88,75
Female,18,Yes,Yes,Yes,Bachelor,3.0,69.2,25,0,65,70,58
Male,16,Yes,No,Yes,Bachelor,10.0,78.6,7,0,78,79,70
Male,18,Yes,Yes,No,Bachelor,29.0,92.5,16,0,94,94,89
Male,15,Yes,Yes,No,Bachelor,0.0,58.2,0,0,53,56,55
Female,15,Yes,Yes,Yes,High School,8.0,90.4,17,0,75,75,78
Female,18,Yes,Yes,No,No Formal Education,9.0,66.5,5,1,65,60,68
Female,19,Yes,Yes,No,Bachelor,14.0,77.4,4,1,93,84,78
Female,17,No,Yes,Yes,High School,29.0,75.8,2,0,85,94,87
Male,15,Yes,Yes,No,Bachelor,15.0,91.4,5,0,78,81,77
Male,19,Yes,Yes,No,High School,8.0,71.3,12,0,69,66,68
Female,15,Yes,Yes,No,High School,4.0,91.0,14,2,69,70,63
Male,17,Yes,No,No,Bachelor,2.0,95.5,22,2,69,66,53
Female,16,Yes,Yes,No,PhD,5.0,91.2,6,0,80,73,73
Female,16,No,Yes,No,PhD,28.0,84.6,5,0,88,100,97
Female,16,No,Yes,No,Bachelor,10.0,72.3,27,0,65,69,62
Male,16,Yes,No,Yes,High School,14.0,71.0,14,0,83,78,72
Female,19,Yes,No,No,Bachelor,10.0,61.3,25,0,71,66,65
Male,16,Yes,No,No,PhD,1.0,78.9,22,0,60,61,67
Female,16,Yes,Yes,No,High School,11.0,61.9,5,0,68,67,77
Male,19,No,Yes,No,PhD,16.0,97.6,17,0,85,82,91
Male,19,Yes,No,No,Bachelor,29.0,90.6,12,0,100,100,94
Male,19,Yes,Yes,No,Bachelor,3.0,74.3,20,0,68,59,64
Male,16,Yes,No,No,High School,16.0,83.1,18,0,88,80,75
Male,19,Yes,No,Yes,High School,6.0,95.7,1,0,83,85,73
Female,17,Yes,No,Yes,No Formal Education,2.0,64.1,1,0,57,69,62
Female,16,Yes,Yes,No,No Formal Education,27.0,57.9,29,0,94,84,78
Female,17,Yes,No,No,Bachelor,26.0,67.9,18,0,92,90,79
Male,17,Yes,No,No,Bachelor,28.0,96.8,6,3,100,98,92
Male,19,Yes,No,No,Bachelor,8.0,80.0,17,2,77,75,61
Female,16,Yes,No,No,High School,16.0,94.7,8,0,83,79,92
Male,18,Yes,Yes,No,Master,14.0,66.9,20,0,77,71,68
Female,18,Yes,No,No,Master,22.0,96.7,20,0,98,87,91
Female,18,Yes,Yes,Yes,PhD,18.0,59.4,23,0,77,73,80
Female,18,Yes,No,No,High School,3.0,74.3,5,2,53,61,66
Male,17,No,Yes,No,No Formal Education,26.0,65.8,26,0,88,89,77
Female,18,Yes,Yes,No,Master,9.0,70.8,7,0,71,73,71
Male,18,Yes,Yes,Yes,High School,23.0,56.4,25,1,70,72,79
Male,17,Yes,No,Yes,High School,0.0,99.3,7,0,76,76,66
Male,16,Yes,Yes,No,Bachelor,1.0,67.7,24,0,62,56,55
Female,17,Yes,No,No,High School,11.0,99.0,5,0,94,96,89
Male,18,No,Yes,Yes,PhD,1.0,86.9,12,1,68,72,77
Female,18,Yes,Yes,No,No Formal Education,2.0,79.5,18,0,69,74,69
Female,18,Yes,No,No,Bachelor,24.0,71.3,24,0,90,87,84
Male,15,Yes,Yes,No,High School,5.0,94.6,8,2,68,73,76
Male,19,Yes,No,No,No Formal Education,10.0,61.1,7,0,76,68,65
Male,19,Yes,Yes,No,High School,18.0,89.9,25,1,88,73,79
Male,17,Yes,Yes,Yes,PhD,28.0,65.1,26,0,93,85,86
Male,16,Yes,Yes,No,High School,17.0,67.1,3,1,69,65,72
Female,19,Yes,No,No,High School,20.0,77.7,7,1,79,88,71
Female,19,Yes,No,No,No Formal Education,4.0,58.1,23,0,56,61,53
Male,18,Yes,Yes,Yes,High School,14.0,62.4,2,1,58,69,69
Female,18,No,No,Yes,No Formal Education,5.0,97.4,10,1,67,59,76
Male,19,No,No,Yes,No Formal Education,25.0,60.0,8,0,83,86,86
Female,18,Yes,Yes,No,Master,10.0,67.3,22,0,67,70,73
Male,15,Yes,No,No,No Formal Education,3.0,56.9,17,0,43,56,44
Female,17,Yes,Yes,No,Bachelor,10.0,79.8,2,0,71,82,70
Male,16,Yes,Yes,Yes,High School,28.0,69.7,21,0,98,87,82
Female,17,Yes,No,No,High School,9.0,55.1,7,0,68,70,54
Male,16,Yes,Yes,No,Bachelor,28.0,95.1,2,0,100,100,94
Female,17,Yes,Yes,No,Master,8.0,89.5,2,0,79,95,80
Female,15,Yes,Yes,Yes,Bachelor,5.0,57.0,6,0,55,61,57
Male,17,Yes,No,No,Master,27.0,92.4,2,0,100,100,97
Male,15,No,Yes,No,Bachelor,28.0,72.2,15,0,100,89,89
Female,15,Yes,Yes,Yes,No Formal Education,8.0,87.0,20,0,85,84,83
Male,18,Yes,Yes,No,Bachelor,8.0,78.7,29,0,75,81,77
Male,17,Yes,Yes,Yes,PhD,26.0,80.7,22,2,92,76,88
Male,15,Yes,Yes,No,No Formal Education,26.0,96.3,26,0,99,100,84
Male,16,Yes,Yes,No,PhD,17.0,60.0,28,0,72,76,64
Female,18,Yes,No,Yes,No Formal Education,20.0,83.5,6,0,98,99,79
Female,18,Yes,Yes,Yes,PhD,27.0,92.1,29,0,100,100,97
Female,18,Yes,No,Yes,No Formal Education,20.0,97.2,27,0,92,93,92
Female,18,Yes,No,No,High School,6.0,95.5,22,2,70,70,72
Female,19,Yes,No,No,Master,13.0,82.4,3,1,79,80,79
Female,18,Yes,Yes,No,High School,2.0,99.2,10,1,83,75,68
Male,19,Yes,No,Yes,High School,15.0,90.4,3,0,89,94,96
Male,15,Yes,Yes,No,Bachelor,12.0,99.8,22,0,90,89,92
Female,18,Yes,No,No,No Formal Education,4.0,64.8,8,0,57,62,61
Male,18,Yes,Yes,Yes,Bachelor,20.0,97.0,6,0,99,91,93
Male,16,Yes,Yes,No,Master,1.0,86.1,5,0,74,77,65
Female,16,No,Yes,Yes,Master,4.0,57.1,0,0,61,55,57
Male,18,No,Yes,No,Bachelor,26.0,99.1,24,1,100,86,95
Female,15,Yes,Yes,Yes,High School,24.0,72.4,24,0,89,91,92
Female,15,Yes,No,No,No Formal Education,21.0,82.9,5,0,93,96,89
Female,18,No,No,No,Bachelor,4.0,73.6,12,1,69,67,61
Male,16,Yes,Yes,Yes,High School,7.0,82.4,0,0,79,85,67
Female,15,Yes,No,Yes,High School,28.0,79.5,20,0,100,96,93
Female,17,Yes,No,No,High School,21.0,88.8,18,0,100,91,99
Female,17,Yes,No,No,Bachelor,14.0,57.3,22,2,60,64,66
Female,15,Yes,Yes,Yes,Master,11.0,61.8,6,0,71,83,76
Male,16,No,Yes,Yes,PhD,19.0,77.5,29,3,79,83,82
Female,17,Yes,Yes,Yes,No Formal Education,21.0,73.7,23,0,90,95,89
Male,17,Yes,Yes,No,Bachelor,7.0,76.7,16,0,75,76,61
Female,15,Yes,Yes,Yes,Bachelor,26.0,69.4,11,0,96,95,90
Female,18,Yes,Yes,No,Master,22.0,65.2,21,0,83,84,83
Male,18,Yes,Yes,Yes,Master,14.0,78.9,19,0,83,79,79
Female,19,Yes,No,No,Bachelor,20.0,88.6,9,0,94,90,85
Male,18,No,Yes,No,High School,7.0,72.5,24,0,72,75,61
Male,16,Yes,Yes,No,High School,13.0,64.6,0,0,71,76,71
