age,tenure_months,monthly_charges,total_charges,support_calls,num_contracts,plan_type,payment_method,region,churned
69.0,50.0,33.5,1675.0,8.0,3.0,Basic,Credit Card,East,1
26.0,9.0,90.11,810.99,14.0,4.0,Standard,Prepaid,South,1
57.0,66.0,42.66,2815.56,10.0,5.0,Basic,Credit Card,East,0
57.0,70.0,43.24,3026.8,1.0,2.0,Basic,Prepaid,West,0
59.0,65.0,57.78,3755.7,0.0,5.0,Standard,Prepaid,East,0
32.0,27.0,44.88,1211.76,,3.0,Basic,Bank Transfer,North,1
67.0,69.0,62.24,4294.56,4.0,4.0,Standard,Bank Transfer,North,0
39.0,42.0,135.36,5685.12,0.0,5.0,Premium,Bank Transfer,South,0
55.0,62.0,66.82,4142.84,11.0,4.0,Standard,Credit Card,West,0
22.0,61.0,25.61,1562.21,5.0,3.0,Basic,Bank Transfer,East,0
49.0,51.0,49.41,2519.91,4.0,5.0,Standard,Prepaid,East,0
31.0,3.0,,,7.0,1.0,Basic,Bank Transfer,East,0
45.0,12.0,66.88,802.56,10.0,4.0,Standard,Prepaid,South,0
56.0,51.0,41.49,2115.99,1.0,4.0,Basic,Bank Transfer,South,0
45.0,71.0,111.37,7907.27,6.0,4.0,Premium,Prepaid,West,0
21.0,7.0,51.47,360.29,11.0,5.0,Basic,Cash,South,1
51.0,15.0,53.43,801.45,10.0,3.0,Basic,Prepaid,South,0
36.0,9.0,107.53,967.77,1.0,2.0,Premium,Credit Card,West,1
50.0,27.0,83.32,2249.64,13.0,4.0,Standard,Bank Transfer,South,0
53.0,50.0,70.64,3532.0,2.0,1.0,Standard,Bank Transfer,West,0
18.0,67.0,99.91,6693.97,2.0,3.0,Premium,Prepaid,East,0
32.0,19.0,40.46,768.74,0.0,3.0,Basic,Prepaid,South,0
25.0,71.0,70.98,5039.58,13.0,3.0,Standard,Cash,South,0
53.0,32.0,103.45,3310.4,3.0,3.0,Premium,Prepaid,East,0
39.0,22.0,37.67,828.74,13.0,3.0,Basic,Cash,West,1
23.0,56.0,58.58,3280.48,8.0,1.0,Standard,Credit Card,North,0
32.0,67.0,29.68,1988.56,7.0,2.0,Basic,Prepaid,South,0
67.0,20.0,39.32,786.4,13.0,1.0,Basic,Credit Card,South,0
53.0,11.0,33.37,367.07,0.0,1.0,Basic,Bank Transfer,South,0
38.0,27.0,28.77,776.79,12.0,5.0,Basic,Cash,East,0
69.0,16.0,43.48,695.68,12.0,3.0,Basic,Cash,West,1
53.0,15.0,78.67,1180.05,14.0,5.0,Standard,Prepaid,North,1
31.0,4.0,31.58,126.32,8.0,4.0,Basic,Cash,East,1
26.0,19.0,52.96,1006.24,14.0,4.0,Basic,Prepaid,North,1
60.0,49.0,52.7,2582.3,4.0,5.0,Basic,Bank Transfer,South,0
34.0,58.0,33.82,1961.56,0.0,2.0,Basic,Cash,North,0
37.0,5.0,63.07,315.35,0.0,4.0,Standard,Prepaid,North,0
31.0,6.0,85.02,510.12,12.0,2.0,Premium,Bank Transfer,East,0
55.0,39.0,91.16,3555.24,5.0,2.0,Standard,Credit Card,South,0
25.0,56.0,68.5,3836.0,0.0,4.0,Standard,Credit Card,North,0
22.0,31.0,37.12,1150.72,1.0,3.0,Basic,Cash,West,0
48.0,50.0,78.86,3943.0,11.0,1.0,Standard,Credit Card,North,1
50.0,22.0,86.98,1913.56,6.0,2.0,Premium,Cash,East,0
51.0,8.0,91.36,730.88,3.0,2.0,Premium,Bank Transfer,East,1
45.0,52.0,27.48,1428.96,0.0,1.0,Basic,Prepaid,North,0
30.0,61.0,35.19,2146.59,14.0,5.0,Basic,Bank Transfer,South,0
61.0,46.0,25.97,1194.62,9.0,3.0,Basic,Credit Card,North,0
68.0,60.0,37.03,2221.8,11.0,5.0,Basic,Credit Card,North,1
24.0,25.0,90.04,2251.0,9.0,5.0,Premium,Cash,East,0
34.0,44.0,33.0,1452.0,10.0,5.0,Basic,Credit Card,West,0
45.0,15.0,28.55,428.25,3.0,3.0,Basic,Bank Transfer,North,0
39.0,30.0,131.4,3942.0,5.0,3.0,Premium,Credit Card,South,0
62.0,60.0,112.26,6735.6,9.0,1.0,Premium,Prepaid,West,0
68.0,29.0,67.86,1967.94,8.0,3.0,Standard,Bank Transfer,West,1
54.0,46.0,44.79,2060.34,2.0,5.0,Basic,Cash,West,0
38.0,67.0,80.88,5418.96,2.0,5.0,Standard,Prepaid,South,0
26.0,70.0,,,1.0,2.0,Basic,Cash,West,0
56.0,37.0,41.93,1551.41,12.0,1.0,Basic,Prepaid,North,1
62.0,13.0,78.28,1017.64,5.0,2.0,Standard,Credit Card,West,0
68.0,14.0,36.43,510.02,12.0,4.0,Basic,Bank Transfer,East,0
30.0,69.0,35.94,2479.86,2.0,4.0,Basic,Prepaid,East,0
50.0,65.0,,,3.0,5.0,Premium,Bank Transfer,East,0
21.0,68.0,50.32,3421.76,6.0,4.0,Basic,Credit Card,East,0
67.0,11.0,64.02,704.22,,4.0,Standard,Bank Transfer,East,1
22.0,66.0,39.29,2593.14,8.0,1.0,Basic,Prepaid,East,0
59.0,43.0,67.18,2888.74,6.0,2.0,Standard,Credit Card,East,0
58.0,30.0,44.79,1343.7,6.0,4.0,Basic,Cash,South,0
41.0,40.0,32.96,1318.4,2.0,2.0,Basic,Prepaid,West,0
61.0,56.0,89.18,4994.08,8.0,4.0,Standard,Prepaid,West,0
21.0,49.0,92.38,4526.62,11.0,1.0,Premium,Bank Transfer,North,0
63.0,34.0,51.89,1764.26,12.0,5.0,Basic,Prepaid,South,0
36.0,11.0,78.41,862.51,13.0,4.0,Standard,Prepaid,North,1
57.0,59.0,67.58,3987.22,14.0,3.0,Standard,Credit Card,East,0
24.0,22.0,53.13,1168.86,0.0,1.0,Standard,Cash,East,1
64.0,18.0,121.55,2187.9,1.0,2.0,Premium,Bank Transfer,North,0
25.0,10.0,53.47,534.7,0.0,1.0,Standard,Bank Transfer,East,0
66.0,54.0,87.97,4750.38,9.0,2.0,Standard,Credit Card,South,0
33.0,46.0,33.81,1555.26,0.0,2.0,Basic,Credit Card,West,0
45.0,11.0,27.7,304.7,0.0,2.0,Basic,Cash,North,0
53.0,54.0,120.36,6499.44,11.0,2.0,Premium,Bank Transfer,West,0
50.0,21.0,68.45,1437.45,7.0,1.0,Standard,Bank Transfer,West,0
46.0,49.0,27.46,1345.54,10.0,5.0,Basic,Cash,North,0
67.0,30.0,84.84,2545.2,6.0,2.0,Standard,Credit Card,South,1
49.0,41.0,69.81,2862.21,12.0,3.0,Standard,Credit Card,South,0
44.0,10.0,73.36,733.6,0.0,2.0,Standard,Cash,South,0
21.0,14.0,39.62,554.68,7.0,3.0,Basic,Bank Transfer,South,0
30.0,19.0,39.85,757.15,14.0,4.0,Basic,Credit Card,South,0
41.0,33.0,64.93,2142.69,3.0,5.0,Standard,Credit Card,North,0
66.0,51.0,134.71,6870.21,5.0,5.0,Premium,Credit Card,South,0
45.0,33.0,37.87,1249.71,0.0,4.0,Basic,Prepaid,East,0
20.0,51.0,49.92,2545.92,7.0,5.0,Standard,Credit Card,East,0
28.0,35.0,93.23,3263.05,12.0,3.0,Premium,Bank Transfer,North,0
48.0,60.0,52.07,3124.2,11.0,2.0,Basic,Prepaid,West,0
25.0,0.0,25.09,0.0,6.0,3.0,Basic,Cash,North,0
66.0,65.0,46.1,2996.5,8.0,3.0,Basic,Bank Transfer,West,0
28.0,11.0,30.25,332.75,8.0,3.0,Basic,Prepaid,East,1
56.0,18.0,77.48,1394.64,12.0,1.0,Standard,Cash,North,1
57.0,55.0,26.99,1484.45,1.0,2.0,Basic,Credit Card,North,0
49.0,53.0,69.44,3680.32,0.0,5.0,Standard,Prepaid,East,0
48.0,45.0,,,13.0,4.0,Basic,Prepaid,South,0
43.0,11.0,71.52,786.72,0.0,4.0,Standard,Prepaid,North,0
28.0,10.0,37.8,378.0,1.0,4.0,Basic,Cash,North,0
32.0,48.0,74.86,3593.28,,5.0,Standard,Credit Card,North,0
41.0,48.0,24.14,1158.72,4.0,2.0,Basic,Bank Transfer,East,0
47.0,1.0,120.11,120.11,9.0,5.0,Premium,Credit Card,South,1
62.0,25.0,,,5.0,5.0,Standard,Credit Card,North,0
56.0,2.0,40.14,80.28,9.0,3.0,Basic,Cash,West,1
69.0,60.0,77.64,4658.4,2.0,1.0,Standard,Cash,West,0
47.0,60.0,33.09,1985.4,2.0,3.0,Basic,Bank Transfer,West,0
41.0,8.0,36.29,290.32,10.0,3.0,Basic,Credit Card,North,0
57.0,52.0,86.89,4518.28,0.0,3.0,Standard,Prepaid,North,0
43.0,5.0,24.46,122.3,14.0,4.0,Basic,Credit Card,North,1
68.0,21.0,52.0,1092.0,8.0,5.0,Basic,Credit Card,North,0
46.0,54.0,22.86,1234.44,9.0,3.0,Basic,Credit Card,East,0
51.0,53.0,89.43,4739.79,13.0,4.0,Standard,Credit Card,West,0
66.0,64.0,33.93,2171.52,6.0,4.0,Basic,Cash,East,0
54.0,22.0,41.29,908.38,2.0,1.0,Basic,Prepaid,South,0
37.0,38.0,55.71,2116.98,9.0,4.0,Basic,Bank Transfer,South,0
62.0,40.0,37.66,1506.4,6.0,4.0,Basic,Prepaid,South,0
66.0,24.0,,,4.0,3.0,Standard,Cash,North,1
46.0,55.0,31.3,1721.5,12.0,1.0,Basic,Credit Card,North,0
61.0,35.0,47.95,1678.25,8.0,1.0,Basic,Bank Transfer,South,0
32.0,13.0,36.22,470.86,12.0,2.0,Basic,Prepaid,North,1
43.0,29.0,106.87,3099.23,2.0,2.0,Premium,Bank Transfer,West,0
59.0,26.0,69.25,1800.5,9.0,5.0,Standard,Credit Card,South,0
27.0,63.0,36.07,2272.41,5.0,3.0,Basic,Credit Card,North,0
60.0,25.0,,,11.0,4.0,Premium,Cash,South,0
65.0,65.0,90.37,5874.05,3.0,5.0,Standard,Prepaid,South,0
68.0,48.0,39.36,1889.28,6.0,5.0,Basic,Cash,East,1
25.0,32.0,59.3,1897.6,2.0,5.0,Standard,Prepaid,East,0
19.0,15.0,67.38,1010.7,11.0,1.0,Standard,Bank Transfer,South,0
36.0,67.0,23.25,1557.75,1.0,2.0,Basic,Credit Card,West,0
44.0,44.0,32.13,1413.72,1.0,5.0,Basic,Bank Transfer,South,1
44.0,62.0,79.16,4907.92,8.0,4.0,Standard,Bank Transfer,West,0
21.0,54.0,35.33,1907.82,1.0,3.0,Basic,Bank Transfer,South,0
52.0,32.0,20.17,645.44,14.0,4.0,Basic,Prepaid,East,0
43.0,16.0,72.16,1154.56,8.0,2.0,Standard,Bank Transfer,North,0
35.0,34.0,26.89,914.26,1.0,5.0,Basic,Credit Card,East,0
42.0,26.0,76.4,1986.4,,5.0,Standard,Credit Card,North,1
47.0,26.0,39.52,1027.52,2.0,3.0,Basic,Prepaid,West,0
29.0,3.0,42.84,128.52,13.0,1.0,Basic,Bank Transfer,South,1
57.0,39.0,131.52,5129.28,11.0,5.0,Premium,Bank Transfer,South,0
69.0,38.0,32.22,1224.36,6.0,1.0,Basic,Bank Transfer,North,0
36.0,3.0,72.09,216.27,13.0,2.0,Standard,Bank Transfer,South,1
56.0,36.0,65.26,2349.36,8.0,2.0,Standard,Credit Card,North,0
21.0,29.0,42.06,1219.74,2.0,1.0,Basic,Credit Card,West,0
38.0,49.0,23.37,1145.13,14.0,5.0,Basic,Prepaid,East,0
46.0,66.0,77.9,5141.4,6.0,4.0,Standard,Cash,South,0
59.0,38.0,113.05,4295.9,13.0,4.0,Premium,Bank Transfer,North,1
34.0,64.0,51.72,3310.08,11.0,3.0,Standard,Bank Transfer,East,0
30.0,62.0,72.54,4497.48,7.0,5.0,Standard,Bank Transfer,South,0
63.0,11.0,93.87,1032.57,0.0,2.0,Premium,Prepaid,North,0
32.0,60.0,65.92,3955.2,4.0,4.0,Standard,Credit Card,East,0
28.0,12.0,65.39,784.68,3.0,3.0,Standard,Cash,South,1
58.0,8.0,24.92,199.36,3.0,5.0,Basic,Cash,East,0
22.0,13.0,41.97,545.61,,4.0,Basic,Cash,West,1
54.0,42.0,19.83,832.86,5.0,5.0,Basic,Bank Transfer,East,0
42.0,3.0,29.11,87.33,10.0,2.0,Basic,Credit Card,West,1
58.0,49.0,74.92,3671.08,0.0,3.0,Standard,Cash,West,0
62.0,45.0,29.24,1315.8,14.0,3.0,Basic,Cash,East,0
38.0,33.0,34.47,1137.51,2.0,5.0,Basic,Prepaid,West,0
30.0,2.0,44.12,88.24,6.0,5.0,Basic,Prepaid,South,1
27.0,19.0,26.65,506.35,7.0,5.0,Basic,Cash,North,0
55.0,40.0,37.66,1506.4,0.0,1.0,Basic,Bank Transfer,North,0
40.0,10.0,72.27,722.7,6.0,1.0,Standard,Cash,West,0
59.0,43.0,30.81,1324.83,5.0,2.0,Basic,Bank Transfer,West,0
56.0,54.0,103.97,5614.38,4.0,4.0,Premium,Bank Transfer,East,0
69.0,55.0,26.44,1454.2,4.0,1.0,Basic,Bank Transfer,East,0
62.0,1.0,39.99,39.99,7.0,3.0,Basic,Cash,South,0
65.0,34.0,30.7,1043.8,0.0,1.0,Basic,Bank Transfer,North,0
64.0,37.0,25.36,938.32,4.0,1.0,Basic,Credit Card,East,0
65.0,22.0,76.7,1687.4,2.0,5.0,Standard,Bank Transfer,North,0
69.0,71.0,23.03,1635.13,14.0,3.0,Basic,Credit Card,West,0
37.0,25.0,88.86,2221.5,0.0,4.0,Premium,Bank Transfer,East,0
34.0,51.0,31.07,1584.57,1.0,1.0,Basic,Bank Transfer,South,0
49.0,47.0,73.5,3454.5,14.0,2.0,Standard,Cash,North,0
61.0,11.0,44.47,489.17,4.0,3.0,Basic,Prepaid,South,0
27.0,4.0,28.78,115.12,5.0,5.0,Basic,Credit Card,East,0
69.0,61.0,122.58,7477.38,12.0,1.0,Premium,Credit Card,West,0
33.0,18.0,18.81,338.58,11.0,3.0,Basic,Credit Card,East,0
32.0,47.0,104.84,4927.48,6.0,5.0,Premium,Prepaid,North,1
38.0,31.0,32.77,1015.87,2.0,1.0,Basic,Bank Transfer,West,0
18.0,56.0,46.19,2586.64,3.0,1.0,Standard,Credit Card,East,0
38.0,36.0,21.37,769.32,1.0,4.0,Basic,Prepaid,East,0
25.0,19.0,76.43,1452.17,12.0,2.0,Standard,Bank Transfer,South,1
59.0,14.0,77.22,1081.08,13.0,3.0,Standard,Prepaid,South,1
58.0,67.0,48.81,3270.27,13.0,5.0,Basic,Credit Card,West,0
50.0,48.0,118.94,5709.12,8.0,5.0,Premium,Bank Transfer,South,0
59.0,48.0,68.45,3285.6,1.0,3.0,Standard,Credit Card,North,0
26.0,41.0,70.61,2895.01,5.0,3.0,Standard,Bank Transfer,East,0
31.0,16.0,22.94,367.04,13.0,2.0,Basic,Prepaid,West,1
63.0,17.0,75.9,1290.3,14.0,3.0,Standard,Cash,West,0
66.0,24.0,87.3,2095.2,5.0,1.0,Standard,Bank Transfer,South,0
32.0,67.0,37.19,2491.73,0.0,5.0,Basic,Bank Transfer,West,0
30.0,12.0,34.22,410.64,12.0,4.0,Basic,Credit Card,South,1
24.0,33.0,43.63,1439.79,6.0,3.0,Basic,Bank Transfer,South,1
55.0,0.0,99.01,0.0,12.0,4.0,Premium,Bank Transfer,West,0
52.0,8.0,28.23,225.84,6.0,1.0,Basic,Prepaid,East,0
27.0,5.0,23.44,117.2,4.0,1.0,Basic,Cash,West,0
50.0,54.0,43.95,2373.3,14.0,5.0,Basic,Cash,South,0
57.0,10.0,33.35,333.5,7.0,5.0,Basic,Bank Transfer,East,1
33.0,14.0,23.19,324.66,3.0,2.0,Basic,Bank Transfer,East,0
20.0,62.0,30.94,1918.28,5.0,1.0,Basic,Bank Transfer,East,0
29.0,51.0,40.42,2061.42,6.0,5.0,Basic,Credit Card,South,0
48.0,43.0,73.15,3145.45,7.0,3.0,Standard,Credit Card,North,0
44.0,64.0,122.58,7845.12,11.0,1.0,Premium,Credit Card,South,0
36.0,31.0,101.94,3160.14,3.0,1.0,Premium,Bank Transfer,South,0
46.0,40.0,,,4.0,3.0,Basic,Cash,East,0
52.0,37.0,70.04,2591.48,4.0,4.0,Standard,Prepaid,North,0
67.0,62.0,87.11,5400.82,9.0,2.0,Standard,Bank Transfer,South,0
64.0,67.0,27.05,1812.35,0.0,5.0,Basic,Prepaid,West,0
53.0,21.0,127.36,2674.56,3.0,5.0,Premium,Bank Transfer,South,0
34.0,28.0,100.82,2822.96,1.0,2.0,Premium,Cash,East,0
38.0,46.0,28.16,1295.36,7.0,1.0,Basic,Credit Card,West,0
67.0,28.0,129.65,3630.2,12.0,4.0,Premium,Credit Card,South,0
35.0,12.0,65.03,780.36,5.0,2.0,Standard,Bank Transfer,North,0
41.0,12.0,40.16,481.92,6.0,4.0,Basic,Credit Card,North,1
69.0,6.0,46.27,277.62,7.0,2.0,Basic,Cash,West,1
38.0,10.0,84.81,848.1,4.0,5.0,Standard,Bank Transfer,South,1
58.0,56.0,49.25,2758.0,4.0,4.0,Basic,Credit Card,East,0
28.0,1.0,26.07,26.07,1.0,3.0,Basic,Cash,North,0
38.0,51.0,73.11,3728.61,11.0,1.0,Standard,Prepaid,North,0
20.0,39.0,84.57,3298.23,8.0,3.0,Standard,Credit Card,North,0
61.0,67.0,74.73,5006.91,3.0,4.0,Standard,Credit Card,West,0
21.0,40.0,26.04,1041.6,10.0,1.0,Basic,Cash,North,1
60.0,66.0,34.34,2266.44,7.0,5.0,Basic,Prepaid,East,0
62.0,37.0,26.58,983.46,4.0,1.0,Basic,Credit Card,North,0
26.0,62.0,66.26,4108.12,14.0,3.0,Standard,Prepaid,South,0
18.0,53.0,78.93,4183.29,5.0,1.0,Standard,Prepaid,North,0
68.0,44.0,,,6.0,1.0,Basic,Credit Card,East,0
51.0,10.0,38.22,382.2,8.0,1.0,Basic,Cash,East,0
48.0,40.0,43.21,1728.4,3.0,2.0,Basic,Cash,West,0
49.0,41.0,43.4,1779.4,9.0,3.0,Basic,Credit Card,North,0
57.0,17.0,21.85,371.45,13.0,1.0,Basic,Cash,West,0
48.0,68.0,77.63,5278.84,2.0,5.0,Standard,Prepaid,South,0
57.0,13.0,44.28,575.64,12.0,5.0,Basic,Bank Transfer,West,1
41.0,43.0,34.85,1498.55,6.0,5.0,Basic,Cash,East,0
19.0,32.0,64.48,2063.36,14.0,1.0,Standard,Credit Card,North,1
21.0,55.0,55.88,3073.4,7.0,2.0,Standard,Cash,East,1
57.0,43.0,68.67,2952.81,8.0,1.0,Standard,Credit Card,South,0
28.0,36.0,79.16,2849.76,6.0,3.0,Standard,Credit Card,South,0
23.0,29.0,103.21,2993.09,11.0,3.0,Premium,Credit Card,West,1
54.0,7.0,52.81,369.67,10.0,5.0,Standard,Bank Transfer,East,1
26.0,70.0,34.4,2408.0,2.0,5.0,Basic,Cash,West,0
64.0,70.0,101.28,7089.6,9.0,1.0,Premium,Credit Card,West,0
34.0,59.0,75.32,4443.88,9.0,5.0,Standard,Bank Transfer,East,0
43.0,25.0,59.8,1495.0,8.0,3.0,Standard,Cash,West,0
40.0,44.0,85.75,3773.0,7.0,2.0,Premium,Bank Transfer,East,0
38.0,12.0,,,8.0,3.0,Premium,Cash,East,0
50.0,29.0,31.48,912.92,0.0,5.0,Basic,Cash,North,1
61.0,41.0,58.43,2395.63,13.0,5.0,Basic,Credit Card,South,0
30.0,4.0,67.28,269.12,4.0,3.0,Standard,Prepaid,North,0
20.0,8.0,70.75,566.0,3.0,4.0,Standard,Prepaid,West,1
55.0,64.0,36.85,2358.4,3.0,3.0,Basic,Credit Card,East,0
49.0,26.0,56.87,1478.62,12.0,4.0,Basic,Bank Transfer,North,0
41.0,55.0,39.4,2167.0,7.0,3.0,Basic,Bank Transfer,West,0
68.0,39.0,47.15,1838.85,6.0,5.0,Basic,Cash,West,0
35.0,24.0,101.86,2444.64,7.0,1.0,Premium,Bank Transfer,North,1
40.0,0.0,32.17,0.0,4.0,2.0,Basic,Credit Card,West,0
62.0,11.0,82.73,910.03,5.0,5.0,Standard,Prepaid,East,0
33.0,63.0,80.62,5079.06,11.0,1.0,Standard,Bank Transfer,South,0
69.0,55.0,38.4,2112.0,13.0,4.0,Basic,Credit Card,North,0
37.0,17.0,73.05,1241.85,12.0,5.0,Standard,Bank Transfer,South,0
56.0,37.0,116.53,4311.61,1.0,5.0,Premium,Cash,West,0
47.0,41.0,97.6,4001.6,8.0,4.0,Premium,Cash,East,0
58.0,49.0,64.57,3163.93,5.0,4.0,Standard,Cash,West,0
63.0,48.0,29.87,1433.76,13.0,4.0,Basic,Bank Transfer,North,0
26.0,45.0,107.06,4817.7,7.0,5.0,Premium,Credit Card,South,0
55.0,29.0,78.54,2277.66,3.0,2.0,Standard,Credit Card,West,0
39.0,46.0,88.48,4070.08,10.0,1.0,Premium,Bank Transfer,East,1
35.0,65.0,25.01,1625.65,0.0,5.0,Basic,Credit Card,North,0
57.0,9.0,62.87,565.83,10.0,2.0,Standard,Prepaid,North,0
37.0,56.0,108.87,6096.72,8.0,5.0,Premium,Prepaid,North,0
26.0,30.0,24.38,731.4,14.0,4.0,Basic,Prepaid,North,0
51.0,47.0,33.79,1588.13,6.0,4.0,Basic,Cash,South,0
67.0,34.0,40.93,1391.62,13.0,5.0,Basic,Bank Transfer,West,0
50.0,42.0,38.9,1633.8,1.0,3.0,Basic,Bank Transfer,West,0
34.0,46.0,26.76,1230.96,7.0,3.0,Basic,Credit Card,West,0
23.0,57.0,49.83,2840.31,12.0,2.0,Standard,Credit Card,North,0
31.0,33.0,78.54,2591.82,12.0,3.0,Standard,Bank Transfer,West,1
47.0,6.0,75.49,452.94,13.0,5.0,Standard,Bank Transfer,West,1
31.0,3.0,30.33,90.99,3.0,1.0,Basic,Prepaid,East,0
56.0,63.0,67.07,4225.41,7.0,1.0,Standard,Prepaid,North,0
37.0,63.0,34.26,2158.38,0.0,2.0,Basic,Cash,South,0
24.0,23.0,35.74,822.02,4.0,3.0,Basic,Cash,West,0
51.0,66.0,109.04,7196.64,10.0,4.0,Premium,Prepaid,North,1
58.0,3.0,,,,3.0,Basic,Bank Transfer,South,0
64.0,60.0,112.99,6779.4,10.0,2.0,Premium,Bank Transfer,North,0
25.0,26.0,51.27,1333.02,12.0,1.0,Standard,Prepaid,East,1
60.0,18.0,112.68,2028.24,12.0,5.0,Premium,Prepaid,West,1
22.0,24.0,51.34,1232.16,14.0,1.0,Standard,Bank Transfer,East,0
66.0,56.0,93.61,5242.16,10.0,3.0,Premium,Prepaid,East,0
46.0,71.0,59.65,4235.15,10.0,4.0,Standard,Bank Transfer,South,0
26.0,13.0,15.05,195.65,,4.0,Basic,Bank Transfer,East,0
58.0,20.0,40.53,810.6,5.0,4.0,Basic,Prepaid,East,1
60.0,16.0,112.34,1797.44,12.0,3.0,Premium,Prepaid,South,1
50.0,24.0,29.83,715.92,2.0,3.0,Basic,Prepaid,West,0
41.0,19.0,111.71,2122.49,3.0,3.0,Premium,Cash,West,0
49.0,59.0,63.01,3717.59,5.0,4.0,Standard,Credit Card,West,0
57.0,62.0,78.81,4886.22,11.0,2.0,Standard,Bank Transfer,East,0
22.0,58.0,42.08,2440.64,2.0,1.0,Basic,Prepaid,West,0
18.0,65.0,97.89,6362.85,11.0,3.0,Premium,Credit Card,South,0
48.0,33.0,75.94,2506.02,14.0,1.0,Standard,Credit Card,North,1
61.0,57.0,82.25,4688.25,3.0,3.0,Standard,Cash,West,0
44.0,62.0,67.35,4175.7,1.0,1.0,Standard,Credit Card,East,0
19.0,32.0,21.19,678.08,2.0,5.0,Basic,Credit Card,North,0
18.0,1.0,26.32,26.32,0.0,1.0,Basic,Credit Card,West,0
49.0,59.0,45.04,2657.36,10.0,5.0,Basic,Prepaid,South,0
57.0,52.0,31.63,1644.76,0.0,3.0,Basic,Bank Transfer,East,0
45.0,63.0,69.27,4364.01,6.0,1.0,Standard,Bank Transfer,North,0
29.0,5.0,27.93,139.65,8.0,2.0,Basic,Bank Transfer,East,1
31.0,70.0,,,14.0,4.0,Basic,Cash,East,0
42.0,12.0,28.12,337.44,7.0,5.0,Basic,Prepaid,South,1
25.0,49.0,113.31,5552.19,3.0,3.0,Premium,Bank Transfer,West,0
41.0,69.0,37.92,2616.48,5.0,1.0,Basic,Cash,North,0
26.0,66.0,,,11.0,5.0,Standard,Bank Transfer,North,0
53.0,71.0,20.87,1481.77,4.0,1.0,Basic,Prepaid,South,0
55.0,67.0,24.93,1670.31,14.0,5.0,Basic,Bank Transfer,West,0
62.0,45.0,78.67,3540.15,3.0,5.0,Standard,Credit Card,South,0
28.0,48.0,80.79,3877.92,5.0,2.0,Standard,Prepaid,South,0
58.0,32.0,72.65,2324.8,7.0,1.0,Standard,Cash,South,1
60.0,30.0,113.59,3407.7,1.0,5.0,Premium,Cash,East,0
29.0,62.0,58.52,3628.24,0.0,1.0,Standard,Bank Transfer,West,0
64.0,29.0,44.66,1295.14,3.0,4.0,Basic,Prepaid,West,0
29.0,29.0,59.68,1730.72,13.0,1.0,Standard,Prepaid,East,1
32.0,16.0,80.82,1293.12,3.0,4.0,Standard,Cash,West,0
40.0,39.0,36.44,1421.16,13.0,5.0,Basic,Prepaid,East,1
60.0,67.0,109.38,7328.46,1.0,5.0,Premium,Prepaid,West,0
37.0,7.0,87.59,613.13,5.0,2.0,Premium,Credit Card,West,0
59.0,46.0,73.96,3402.16,3.0,3.0,Standard,Cash,West,0
55.0,37.0,53.05,1962.85,11.0,1.0,Basic,Prepaid,South,0
48.0,51.0,65.78,3354.78,3.0,1.0,Standard,Credit Card,West,0
46.0,9.0,39.92,359.28,4.0,4.0,Basic,Credit Card,South,0
43.0,5.0,41.44,207.2,4.0,5.0,Basic,Credit Card,East,0
41.0,23.0,24.2,556.6,2.0,4.0,Basic,Bank Transfer,East,0
33.0,38.0,75.93,2885.34,6.0,1.0,Standard,Credit Card,South,0
49.0,17.0,75.3,1280.1,1.0,2.0,Standard,Credit Card,North,1
20.0,41.0,57.96,2376.36,8.0,1.0,Standard,Credit Card,North,1
37.0,52.0,39.92,2075.84,7.0,1.0,Basic,Cash,South,0
41.0,1.0,113.14,113.14,6.0,5.0,Premium,Credit Card,West,0
62.0,46.0,32.06,1474.76,1.0,2.0,Basic,Prepaid,East,0
64.0,25.0,52.52,1313.0,10.0,5.0,Basic,Credit Card,South,1
56.0,60.0,55.99,3359.4,12.0,4.0,Standard,Cash,West,0
27.0,67.0,62.3,4174.1,6.0,5.0,Standard,Bank Transfer,East,0
59.0,64.0,44.93,2875.52,11.0,4.0,Basic,Credit Card,East,0
59.0,11.0,78.5,863.5,5.0,2.0,Standard,Bank Transfer,North,0
69.0,7.0,85.83,600.81,14.0,4.0,Standard,Cash,South,1
49.0,57.0,37.21,2120.97,10.0,1.0,Basic,Bank Transfer,East,0
53.0,71.0,50.17,3562.07,14.0,2.0,Basic,Credit Card,South,0
34.0,18.0,29.28,527.04,8.0,5.0,Basic,Bank Transfer,North,0
51.0,61.0,48.32,2947.52,6.0,2.0,Basic,Credit Card,South,0
44.0,41.0,,,14.0,1.0,Basic,Credit Card,West,1
57.0,25.0,40.78,1019.5,12.0,4.0,Basic,Bank Transfer,East,1
21.0,4.0,60.88,243.52,3.0,1.0,Standard,Credit Card,West,1
50.0,41.0,47.03,1928.23,9.0,5.0,Basic,Bank Transfer,South,0
48.0,44.0,58.85,2589.4,11.0,3.0,Standard,Cash,West,0
67.0,5.0,70.7,353.5,3.0,5.0,Standard,Credit Card,West,0
69.0,27.0,75.47,2037.69,0.0,1.0,Standard,Cash,West,0
39.0,15.0,57.12,856.8,7.0,3.0,Basic,Credit Card,South,0
45.0,7.0,30.58,214.06,11.0,1.0,Basic,Prepaid,East,0
37.0,22.0,43.85,964.7,3.0,5.0,Basic,Credit Card,East,0
